"run","InsectId","Count","tick"
1,"gen",0,204.0
1,"spec",0,205.0
1,"gen",0,205.0
1,"spec",0,206.0
1,"gen",0,206.0
1,"spec",0,207.0
1,"gen",0,207.0
1,"spec",0,208.0
1,"gen",0,208.0
1,"spec",0,209.0
1,"gen",0,209.0
1,"spec",0,210.0
1,"gen",0,210.0
1,"spec",0,211.0
1,"gen",0,211.0
1,"spec",0,212.0
1,"gen",0,212.0
1,"spec",0,213.0
1,"gen",0,213.0
1,"spec",0,214.0
1,"gen",0,214.0
1,"spec",0,215.0
1,"gen",0,215.0
1,"spec",0,216.0
1,"gen",0,216.0
1,"spec",0,217.0
1,"gen",0,217.0
1,"spec",0,218.0
1,"gen",0,218.0
1,"spec",0,219.0
1,"gen",0,219.0
1,"spec",0,220.0
1,"gen",0,220.0
1,"spec",0,221.0
1,"gen",0,221.0
1,"spec",0,222.0
1,"gen",0,222.0
1,"spec",0,223.0
1,"gen",0,223.0
1,"spec",0,224.0
1,"gen",0,224.0
1,"spec",0,225.0
1,"gen",0,225.0
1,"spec",0,226.0
1,"gen",0,226.0
1,"spec",0,227.0
1,"gen",0,227.0
1,"spec",0,228.0
1,"gen",0,228.0
1,"spec",0,229.0
1,"gen",0,229.0
1,"spec",0,230.0
1,"gen",0,230.0
1,"spec",0,231.0
1,"gen",0,231.0
1,"spec",0,232.0
1,"gen",0,232.0
1,"spec",0,233.0
1,"gen",0,233.0
1,"spec",0,234.0
1,"gen",0,234.0
1,"spec",0,235.0
1,"gen",0,235.0
1,"spec",0,236.0
1,"gen",0,236.0
1,"spec",0,237.0
1,"gen",0,237.0
1,"spec",0,238.0
1,"gen",0,238.0
1,"spec",0,239.0
1,"gen",0,239.0
1,"spec",0,240.0
1,"gen",0,240.0
1,"spec",0,241.0
1,"gen",0,241.0
1,"spec",0,242.0
1,"gen",0,242.0
1,"spec",0,243.0
1,"gen",0,243.0
1,"spec",0,244.0
1,"gen",0,244.0
1,"spec",0,245.0
1,"gen",0,245.0
1,"spec",0,246.0
1,"gen",0,246.0
1,"spec",0,247.0
1,"gen",0,247.0
1,"spec",0,248.0
1,"gen",0,248.0
1,"spec",0,249.0
1,"gen",0,249.0
1,"spec",0,250.0
1,"gen",0,250.0
1,"spec",0,251.0
1,"gen",0,251.0
1,"spec",0,252.0
1,"gen",0,252.0
1,"spec",0,253.0
1,"gen",0,253.0
1,"spec",0,254.0
1,"gen",0,254.0
1,"spec",0,255.0
1,"gen",0,255.0
1,"spec",0,256.0
1,"gen",0,256.0
1,"spec",0,257.0
1,"gen",0,257.0
1,"spec",0,258.0
1,"gen",0,258.0
1,"spec",0,259.0
1,"gen",0,259.0
1,"spec",0,260.0
1,"gen",0,260.0
1,"spec",0,261.0
1,"gen",0,261.0
1,"spec",0,262.0
1,"gen",0,262.0
1,"spec",0,263.0
1,"gen",0,263.0
1,"spec",0,264.0
1,"gen",0,264.0
1,"spec",0,265.0
1,"gen",0,265.0
1,"spec",0,266.0
1,"gen",0,266.0
1,"spec",0,267.0
1,"gen",0,267.0
1,"spec",0,268.0
1,"gen",0,268.0
1,"spec",0,269.0
1,"gen",0,269.0
1,"spec",0,270.0
1,"gen",0,270.0
1,"spec",0,271.0
1,"gen",0,271.0
1,"spec",0,272.0
1,"gen",0,272.0
1,"spec",0,273.0
1,"gen",0,273.0
1,"spec",0,274.0
1,"gen",0,274.0
1,"spec",0,275.0
1,"gen",0,275.0
1,"spec",0,276.0
1,"gen",0,276.0
1,"spec",0,277.0
1,"gen",0,277.0
1,"spec",0,278.0
1,"gen",0,278.0
1,"spec",0,279.0
1,"gen",0,279.0
1,"spec",0,280.0
1,"gen",0,280.0
1,"spec",0,281.0
1,"gen",0,281.0
1,"spec",0,282.0
1,"gen",0,282.0
1,"spec",0,283.0
1,"gen",0,283.0
1,"spec",0,284.0
1,"gen",0,284.0
1,"spec",0,285.0
1,"gen",0,285.0
1,"spec",0,286.0
1,"gen",0,286.0
1,"spec",0,287.0
1,"gen",0,287.0
1,"spec",0,288.0
1,"gen",0,288.0
1,"spec",0,289.0
1,"gen",0,289.0
1,"spec",0,290.0
1,"gen",0,290.0
1,"spec",0,291.0
1,"gen",0,291.0
1,"spec",0,292.0
1,"gen",0,292.0
1,"spec",0,293.0
1,"gen",0,293.0
1,"spec",0,294.0
1,"gen",0,294.0
1,"spec",0,295.0
1,"gen",0,295.0
1,"spec",0,296.0
1,"gen",0,296.0
1,"spec",0,297.0
1,"gen",0,297.0
1,"spec",0,298.0
1,"gen",0,298.0
1,"spec",0,299.0
1,"gen",0,299.0
1,"spec",0,300.0
1,"gen",0,300.0
1,"spec",0,301.0
1,"gen",0,301.0
1,"spec",0,302.0
1,"gen",0,302.0
1,"spec",0,303.0
1,"gen",0,303.0
1,"spec",0,304.0
1,"gen",0,304.0
1,"spec",0,305.0
1,"gen",0,305.0
1,"spec",0,306.0
1,"gen",0,306.0
1,"spec",0,307.0
1,"gen",0,307.0
1,"spec",0,308.0
1,"gen",0,308.0
1,"spec",0,309.0
1,"gen",0,309.0
1,"spec",0,310.0
1,"gen",0,310.0
1,"spec",0,311.0
1,"gen",0,311.0
1,"spec",0,312.0
1,"gen",0,312.0
1,"spec",0,313.0
1,"gen",0,313.0
1,"spec",0,314.0
1,"gen",0,314.0
1,"spec",0,315.0
1,"gen",0,315.0
1,"spec",0,316.0
1,"gen",0,316.0
1,"spec",0,317.0
1,"gen",0,317.0
1,"spec",0,318.0
1,"gen",0,318.0
1,"spec",0,319.0
1,"gen",0,319.0
1,"spec",0,320.0
1,"gen",0,320.0
1,"spec",0,321.0
1,"gen",0,321.0
1,"spec",0,322.0
1,"gen",0,322.0
1,"spec",0,323.0
1,"gen",0,323.0
1,"spec",0,324.0
1,"gen",0,324.0
1,"spec",0,325.0
1,"gen",0,325.0
1,"spec",0,326.0
1,"gen",0,326.0
1,"spec",0,327.0
1,"gen",0,327.0
1,"spec",0,328.0
1,"gen",0,328.0
1,"spec",0,329.0
1,"gen",0,329.0
1,"spec",0,330.0
1,"gen",0,330.0
1,"spec",0,331.0
1,"gen",0,331.0
1,"spec",0,332.0
1,"gen",0,332.0
1,"spec",0,333.0
1,"gen",0,333.0
1,"spec",0,334.0
1,"gen",0,334.0
1,"spec",0,335.0
1,"gen",0,335.0
1,"spec",0,336.0
1,"gen",0,336.0
1,"spec",0,337.0
1,"gen",0,337.0
1,"spec",0,338.0
1,"gen",0,338.0
1,"spec",0,339.0
1,"gen",0,339.0
1,"spec",0,340.0
1,"gen",0,340.0
1,"spec",0,341.0
1,"gen",0,341.0
1,"spec",0,342.0
1,"gen",0,342.0
1,"spec",0,343.0
1,"gen",0,343.0
1,"spec",0,344.0
1,"gen",0,344.0
1,"spec",0,345.0
1,"gen",0,345.0
1,"spec",0,346.0
1,"gen",0,346.0
1,"spec",0,347.0
1,"gen",0,347.0
1,"spec",0,348.0
1,"gen",0,348.0
1,"spec",0,349.0
1,"gen",0,349.0
1,"spec",0,350.0
1,"gen",0,350.0
1,"spec",0,351.0
1,"gen",0,351.0
1,"spec",0,352.0
1,"gen",0,352.0
1,"spec",0,353.0
1,"gen",0,353.0
1,"spec",0,354.0
1,"gen",0,354.0
1,"spec",0,355.0
1,"gen",0,355.0
1,"spec",0,356.0
1,"gen",0,356.0
1,"spec",0,357.0
1,"gen",0,357.0
1,"spec",0,358.0
1,"gen",0,358.0
1,"spec",0,359.0
1,"gen",0,359.0
1,"spec",0,360.0
1,"gen",0,360.0
1,"spec",0,361.0
1,"gen",0,361.0
1,"spec",0,362.0
1,"gen",0,362.0
1,"spec",0,363.0
1,"gen",0,363.0
1,"spec",2632,364.0
1,"gen",2810,364.0
1,"spec",2619,365.0
1,"gen",2758,365.0
1,"spec",1339,366.0
1,"gen",2359,366.0
1,"spec",2778,367.0
1,"gen",3808,367.0
1,"spec",2664,368.0
1,"gen",3429,368.0
1,"spec",1977,369.0
1,"gen",3814,369.0
1,"spec",2114,370.0
1,"gen",3935,370.0
1,"spec",2332,371.0
1,"gen",4259,371.0
1,"spec",2058,372.0
1,"gen",4231,372.0
1,"spec",1968,373.0
1,"gen",4196,373.0
1,"spec",2187,374.0
1,"gen",4455,374.0
1,"spec",2110,375.0
1,"gen",4474,375.0
1,"spec",1990,376.0
1,"gen",4369,376.0
1,"spec",2031,377.0
1,"gen",4435,377.0
1,"spec",2096,378.0
1,"gen",4506,378.0
1,"spec",2028,379.0
1,"gen",4474,379.0
1,"spec",1954,380.0
1,"gen",4488,380.0
1,"spec",1959,381.0
1,"gen",4474,381.0
1,"spec",2001,382.0
1,"gen",4581,382.0
1,"spec",2066,383.0
1,"gen",4569,383.0
1,"spec",2076,384.0
1,"gen",4504,384.0
1,"spec",1936,385.0
1,"gen",4623,385.0
1,"spec",1968,386.0
1,"gen",4589,386.0
1,"spec",2061,387.0
1,"gen",4551,387.0
1,"spec",1953,388.0
1,"gen",4577,388.0
1,"spec",2008,389.0
1,"gen",4479,389.0
1,"spec",2080,390.0
1,"gen",4503,390.0
1,"spec",2013,391.0
1,"gen",4568,391.0
1,"spec",1926,392.0
1,"gen",4458,392.0
1,"spec",1964,393.0
1,"gen",4470,393.0
1,"spec",2060,394.0
1,"gen",4541,394.0
1,"spec",2087,395.0
1,"gen",4456,395.0
1,"spec",2067,396.0
1,"gen",4368,396.0
1,"spec",2016,397.0
1,"gen",4415,397.0
1,"spec",2002,398.0
1,"gen",4444,398.0
1,"spec",2015,399.0
1,"gen",4421,399.0
1,"spec",1929,400.0
1,"gen",4449,400.0
1,"spec",2033,401.0
1,"gen",4466,401.0
1,"spec",2005,402.0
1,"gen",4406,402.0
1,"spec",1949,403.0
1,"gen",4372,403.0
1,"spec",1977,404.0
1,"gen",4425,404.0
1,"spec",1988,405.0
1,"gen",4416,405.0
1,"spec",1940,406.0
1,"gen",4403,406.0
1,"spec",1949,407.0
1,"gen",4394,407.0
1,"spec",1992,408.0
1,"gen",4352,408.0
1,"spec",1990,409.0
1,"gen",4317,409.0
1,"spec",1958,410.0
1,"gen",4396,410.0
1,"spec",2006,411.0
1,"gen",4388,411.0
1,"spec",1937,412.0
1,"gen",4291,412.0
1,"spec",1873,413.0
1,"gen",4332,413.0
1,"spec",2018,414.0
1,"gen",4421,414.0
1,"spec",1952,415.0
1,"gen",4404,415.0
1,"spec",1942,416.0
1,"gen",4301,416.0
1,"spec",2017,417.0
1,"gen",4310,417.0
1,"spec",1927,418.0
1,"gen",4383,418.0
1,"spec",1869,419.0
1,"gen",4311,419.0
1,"spec",1893,420.0
1,"gen",4317,420.0
1,"spec",1896,421.0
1,"gen",4378,421.0
1,"spec",1952,422.0
1,"gen",4337,422.0
1,"spec",1952,423.0
1,"gen",4270,423.0
1,"spec",1916,424.0
1,"gen",4300,424.0
1,"spec",1974,425.0
1,"gen",4299,425.0
1,"spec",1946,426.0
1,"gen",4248,426.0
1,"spec",1870,427.0
1,"gen",4237,427.0
1,"spec",1933,428.0
1,"gen",4259,428.0
1,"spec",1905,429.0
1,"gen",4311,429.0
1,"spec",1907,430.0
1,"gen",4236,430.0
1,"spec",1967,431.0
1,"gen",4225,431.0
1,"spec",1935,432.0
1,"gen",4261,432.0
1,"spec",1846,433.0
1,"gen",4202,433.0
1,"spec",1901,434.0
1,"gen",4146,434.0
1,"spec",1980,435.0
1,"gen",4202,435.0
1,"spec",1952,436.0
1,"gen",4183,436.0
1,"spec",1894,437.0
1,"gen",4113,437.0
1,"spec",1919,438.0
1,"gen",4113,438.0
1,"spec",1945,439.0
1,"gen",4121,439.0
1,"spec",1952,440.0
1,"gen",4042,440.0
1,"spec",1952,441.0
1,"gen",4000,441.0
1,"spec",1947,442.0
1,"gen",4007,442.0
1,"spec",1974,443.0
1,"gen",4098,443.0
1,"spec",1940,444.0
1,"gen",4073,444.0
1,"spec",1955,445.0
1,"gen",3965,445.0
1,"spec",1958,446.0
1,"gen",4011,446.0
